slug,corpus,cycle,k,attestation,trust_chain,least_privilege,declarative_policy,continuous_adaptive,immutability,audit_evidence,cryptographic_identity,segmentation,s2_x,s2_y,s2_z,gap,collision_class_id,collision_class_size
RECENT_ACTIVITY/## 2026-08-04/p1,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-08-04/p2,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-08-04/p3,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-08-02/p1,self,,6,1,1,1,0,1,0,1,1,0,0.34453798880275105,-0.9367029092767698,-0.06229955075432474,1.1907718767185405,124,4
RECENT_ACTIVITY/## 2026-08-02/p2,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-08-01/p1,self,,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
RECENT_ACTIVITY/## 2026-08-01/p2,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-08-01/p3,self,,2,1,1,0,0,0,0,0,0,0,-0.6694338349944625,0.2509991154376332,0.6991836558545491,1.3903207746615507,160,6
RECENT_ACTIVITY/## 2026-08-01/p4,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-08-01/p5,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-08-01/p6,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-08-01/p7,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-08-01/p8,self,,2,0,0,0,0,1,0,1,0,0,-0.5383545213092887,-0.3129243032280273,0.7824658394045713,1.2281809819055516,136,52
RECENT_ACTIVITY/## 2026-08-01/p9,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-08-01/p10,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-08-01/p11,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-31/p1,self,,2,0,1,0,0,0,0,0,1,0,-0.6905912296933844,-0.18114476719154948,0.7001930639400097,1.364942433259221,67,5
RECENT_ACTIVITY/## 2026-07-31/p2,self,,2,1,1,0,0,0,0,0,0,0,-0.6694338349944625,0.2509991154376332,0.6991836558545491,1.3903207746615507,160,6
RECENT_ACTIVITY/## 2026-07-31/p3,self,,3,1,1,1,0,0,0,0,0,0,-0.8546444675494221,0.2942651817659516,0.4277742826391228,1.6090175863782514,161,1
RECENT_ACTIVITY/## 2026-07-31/p4,self,,3,1,0,0,1,0,0,1,0,0,-0.5625216293169523,0.5148744541610261,0.6468954420947691,1.387423558210774,65,10
RECENT_ACTIVITY/## 2026-07-31/p5,self,,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
RECENT_ACTIVITY/## 2026-07-31/p6,self,,1,0,1,0,0,0,0,0,0,0,-0.6081736362463723,-0.051041564889270606,0.7921613388878048,1.2832871074712857,52,8
RECENT_ACTIVITY/## 2026-07-31/p7,self,,2,1,0,0,0,0,0,0,1,0,-0.7101469187495174,0.09692075921395618,0.6973505002679475,1.3985228770591065,141,9
RECENT_ACTIVITY/## 2026-07-31/p8,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-31/p9,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-31/p10,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-31/p11,self,,2,1,1,0,0,0,0,0,0,0,-0.6694338349944625,0.2509991154376332,0.6991836558545491,1.3903207746615507,160,6
RECENT_ACTIVITY/## 2026-07-31/p12,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-31/p13,self,,1,0,0,1,0,0,0,0,0,0,-0.5787841358302942,-0.14208247691681536,0.8030077794544472,1.2534053534761285,145,4
RECENT_ACTIVITY/## 2026-07-31/p14,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-31/p15,self,,2,0,0,0,0,1,0,1,0,0,-0.5383545213092887,-0.3129243032280273,0.7824658394045713,1.2281809819055516,136,52
RECENT_ACTIVITY/## 2026-07-31/p16,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-31/p17,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-31/p18,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-07-31/p19,self,,2,1,0,0,0,0,0,1,0,0,-0.6008005183007077,0.29940181353817663,0.741213391176692,1.3379289933199003,49,54
RECENT_ACTIVITY/## 2026-07-31/p20,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-31/p21,self,,2,0,0,1,0,0,0,1,0,0,-0.7264949823185184,-0.07712874556953521,0.6828295521379296,1.4000265952123683,148,11
RECENT_ACTIVITY/## 2026-07-31/p22,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-30/p1,self,,3,0,0,1,0,1,0,1,0,0,-0.4888559729336377,-0.49325793997912076,0.7195251506199493,1.2221152076829944,132,2
RECENT_ACTIVITY/## 2026-07-30/p2,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-30/p3,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-30/p4,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-30/p5,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-30/p6,self,,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
RECENT_ACTIVITY/## 2026-07-30/p7,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-30/p8,self,,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
RECENT_ACTIVITY/## 2026-07-30/p9,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-30/p10,self,,3,0,0,0,1,1,0,1,0,0,-0.6536730776738033,-0.4257253227592268,0.6256752009517478,1.366622939072886,135,7
RECENT_ACTIVITY/## 2026-07-30/p11,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-30/p12,self,,2,1,0,0,0,0,0,1,0,0,-0.6008005183007077,0.29940181353817663,0.741213391176692,1.3379289933199003,49,54
RECENT_ACTIVITY/## 2026-07-30/p13,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-30/p14,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-30/p15,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-30/p16,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-07-30/p17,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-30/p18,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-30/p19,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-30/p20,self,,5,1,1,1,0,0,0,1,1,0,-0.3076418402614871,0.8732172545859979,-0.3779525425418097,1.7783625787143758,123,4
RECENT_ACTIVITY/## 2026-07-30/p21,self,,5,1,1,0,1,0,0,1,1,0,-0.1725312680725018,0.9556883265556441,0.23852208288241825,1.4481511117996642,162,1
RECENT_ACTIVITY/## 2026-07-30/p22,self,,3,1,1,0,0,0,0,1,0,0,-0.6054445241124331,0.5036210801997973,0.6162813771327661,1.423002596535014,86,6
RECENT_ACTIVITY/## 2026-07-30/p23,self,,2,1,1,0,0,0,0,0,0,0,-0.6694338349944625,0.2509991154376332,0.6991836558545491,1.3903207746615507,160,6
RECENT_ACTIVITY/## 2026-07-30/p24,self,,2,0,0,0,0,0,0,1,1,0,-0.7018896232496429,-0.08238197527065505,0.7075055949778628,1.3746634342830182,119,13
RECENT_ACTIVITY/## 2026-07-30/p25,self,,3,1,0,0,0,0,0,1,1,0,-0.7511334269475812,0.35296648224518606,0.557864891648006,1.507491620600749,51,21
RECENT_ACTIVITY/## 2026-07-30/p26,self,,2,0,0,0,0,1,0,0,1,0,-0.4023636005195697,-0.36623862579534167,0.8390308706790638,1.1094367674918597,137,21
RECENT_ACTIVITY/## 2026-07-30/p27,self,,2,0,0,0,0,0,0,1,1,0,-0.7018896232496429,-0.08238197527065505,0.7075055949778628,1.3746634342830182,119,13
RECENT_ACTIVITY/## 2026-07-30/p28,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-07-30/p29,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-07-30/p30,self,,3,0,1,0,0,0,0,1,1,0,-0.8812879819930367,-0.06712413574021718,0.46778824610690023,1.5764411487360288,60,6
RECENT_ACTIVITY/## 2026-07-30/p31,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## 2026-07-30/p32,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-07-30/p33,self,,2,1,0,0,0,0,0,1,0,0,-0.6008005183007077,0.29940181353817663,0.741213391176692,1.3379289933199003,49,54
RECENT_ACTIVITY/## 2026-07-30/p34,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-07-30/p35,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-07-30/p36,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-07-30/p37,self,,3,1,0,0,1,1,0,0,0,0,-0.8153221368492458,-0.2578447271779712,0.5184263784088318,1.5098349017470474,163,1
RECENT_ACTIVITY/## 2026-07-30/p38,self,,4,1,1,0,0,0,0,1,1,0,-0.6768850970441908,0.6759967795058832,0.29129867747236826,1.6233541999313932,74,7
RECENT_ACTIVITY/## 2026-07-30/p39,self,,4,0,1,0,0,1,0,1,1,0,-0.4502389737109851,-0.6668846998959159,0.5937589271719736,1.2596775813379208,147,2
RECENT_ACTIVITY/## 2026-07-30/p40,self,,5,1,1,0,0,1,0,1,1,0,-0.5501415854145831,-0.7581873745187108,-0.34999448726794696,1.7555361285341513,118,3
RECENT_ACTIVITY/## 2026-07-30/p41,self,,4,1,0,0,1,0,0,1,1,0,-0.6159943862391462,0.6979929927361184,0.3651803639479193,1.5653151948542585,164,3
RECENT_ACTIVITY/## 2026-07-30/p42,self,,5,1,1,0,0,0,0,1,1,1,-0.31619428068345923,0.8934992532755571,-0.31887342513776773,1.7584514516773038,165,1
RECENT_ACTIVITY/## 2026-07-30/p43,self,,2,0,0,0,1,0,0,0,1,0,-0.7040638745188903,-0.13923540189213834,0.6963530451268113,1.3770251792703974,64,3
RECENT_ACTIVITY/## 2026-07-30/p44,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p1,self,,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p2,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p3,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p4,self,,5,0,0,1,1,0,0,1,1,1,-0.3238173949362065,-0.834365910041134,-0.4460670609874251,1.7032765656978233,166,1
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p5,self,,5,1,0,0,1,0,0,1,1,1,-0.2926548093111742,0.9447369643505623,-0.1477336480857517,1.6797356513300763,167,1
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p6,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p7,self,,4,1,0,0,1,0,0,1,1,0,-0.6159943862391462,0.6979929927361184,0.3651803639479193,1.5653151948542585,164,3
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p8,self,,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p9,self,,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p10,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p11,self,,3,1,0,0,0,0,0,1,1,0,-0.7511334269475812,0.35296648224518606,0.557864891648006,1.507491620600749,51,21
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p12,self,,2,0,0,0,0,1,0,1,0,0,-0.5383545213092887,-0.3129243032280273,0.7824658394045713,1.2281809819055516,136,52
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p13,self,,5,1,0,0,1,1,0,1,1,0,-0.6254928223765831,-0.615444166242272,-0.4795698149318103,1.8452278558184145,101,3
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p14,self,,4,1,0,0,1,1,0,1,0,0,-0.9974448650064316,-0.05470489404779062,0.04594688062884926,1.8059697770618612,13,3
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p15,self,,2,1,1,0,0,0,0,0,0,0,-0.6694338349944625,0.2509991154376332,0.6991836558545491,1.3903207746615507,160,6
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p16,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p17,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p18,self,,3,1,1,0,0,0,0,1,0,0,-0.6054445241124331,0.5036210801997973,0.6162813771327661,1.423002596535014,86,6
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p19,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p20,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p21,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p22,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p23,self,,3,1,0,0,0,0,0,1,1,0,-0.7511334269475812,0.35296648224518606,0.557864891648006,1.507491620600749,51,21
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p24,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p25,self,,3,1,0,0,0,0,0,1,1,0,-0.7511334269475812,0.35296648224518606,0.557864891648006,1.507491620600749,51,21
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p26,self,,2,0,0,1,0,0,0,1,0,0,-0.7264949823185184,-0.07712874556953521,0.6828295521379296,1.4000265952123683,148,11
RECENT_ACTIVITY/## WeHo Auto (#weho-auto space)/p27,self,,6,1,1,1,1,0,0,1,1,0,0.47458234908824365,0.8781129722701578,0.06073880032362924,1.2124037665622445,168,1
RECENT_ACTIVITY/## 2026-08-04/p1,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RECENT_ACTIVITY/## 2026-08-04/p2,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RECENT_ACTIVITY/## 2026-08-04/p3,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RULES/## Constraints/p1,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RULES/## Constraints/p2,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RULES/## Constraints/p3,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RULES/## Constraints/p4,self,,1,0,0,0,1,0,0,0,0,0,-0.6088675156318976,-0.020683551785226854,0.7930022314557436,1.2858206077380687,54,6
RULES/## Constraints/p5,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RULES/## Constraints/p6,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
RULES/## Constraints/p7,self,,3,1,0,0,0,1,0,1,0,0,-0.8298181344289954,-0.1677074221973474,0.5322368686146257,1.5162743506575107,102,14
RULES/## Constraints/p8,self,,4,1,1,0,0,0,0,1,0,1,-0.612258730657189,0.7355089634083785,0.29011344587933235,1.6010835083285084,92,2
RULES/## Constraints/p9,self,,2,1,1,0,0,0,0,0,0,0,-0.6694338349944625,0.2509991154376332,0.6991836558545491,1.3903207746615507,160,6
RULES/## Constraints/p10,self,,2,1,0,0,0,0,0,1,0,0,-0.6008005183007077,0.29940181353817663,0.741213391176692,1.3379289933199003,49,54
RULES/## Constraints/p11,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
RULES/## Autonomy/p1,self,,4,1,0,1,1,0,0,0,1,0,-0.9446888088617997,0.3212228046373356,-0.06617374246782591,1.8544500010109952,126,2
RULES/## Autonomy/p2,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
RULES/## Standards/p1,self,,3,1,1,0,0,0,0,0,1,0,-0.8446435171872179,0.2507434141950404,0.47297470240111206,1.5810054542249186,127,2
SAUNA_TOOLS/## Software & Apps/p1,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
SAUNA_TOOLS/## Software & Apps/p2,self,,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
SAUNA_TOOLS/## Software & Apps/p3,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Software & Apps/p4,self,,2,1,0,0,0,0,0,0,0,1,-0.7221856773841477,0.12896725364840622,0.6795699337578048,1.416072337122356,146,7
SAUNA_TOOLS/## Software & Apps/p5,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Software & Apps/p6,self,,1,0,0,0,1,0,0,0,0,0,-0.6088675156318976,-0.020683551785226854,0.7930022314557436,1.2858206077380687,54,6
SAUNA_TOOLS/## Software & Apps/p7,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Software & Apps/p8,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Software & Apps/p9,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Software & Apps/p10,self,,5,1,1,1,0,0,0,1,1,0,-0.3076418402614871,0.8732172545859979,-0.3779525425418097,1.7783625787143758,123,4
SAUNA_TOOLS/## Services & Accounts/p1,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Services & Accounts/p2,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Services & Accounts/p3,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Services & Accounts/p4,self,,3,1,0,1,0,0,0,1,0,0,-0.7520919793457366,0.3958769652210498,0.5269146828578457,1.526020784882963,144,3
SAUNA_TOOLS/## Services & Accounts/p5,self,,3,1,0,0,0,0,0,1,1,0,-0.7511334269475812,0.35296648224518606,0.557864891648006,1.507491620600749,51,21
SAUNA_TOOLS/## Services & Accounts/p6,self,,3,1,0,1,0,0,0,0,1,0,-0.8952789448229571,0.000052353234978671,0.4455060136696599,1.597388879690687,169,1
SAUNA_TOOLS/## Workflows/p1,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Workflows/p2,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Workflows/p3,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Workflows/p4,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Workflows/p5,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Workflows/p6,self,,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
SAUNA_TOOLS/## Workflows/p7,self,,1,0,0,0,0,1,0,0,0,0,-0.4329862815815908,-0.26577854799682393,0.8613272568465759,1.1233489742653708,138,14
SAUNA_TOOLS/## Sauna Capabilities/p1,self,,6,1,1,1,0,1,0,1,0,1,0.4599452546138547,-0.8819437861865418,-0.10308016669148252,1.1553092662546258,130,2
SELF/## Soul/p1,self,,1,1,0,0,0,0,0,0,0,0,-0.5778391144511575,0.1321159439704858,0.8053864508166807,1.275833780371187,140,94
SELF/## Soul/p2,self,,5,1,1,0,0,1,0,1,0,1,-0.473877809209084,-0.7214403925371498,-0.5049391863928192,1.7928714356716302,170,1
SELF/## Soul/p3,self,,3,1,0,0,0,1,0,1,0,0,-0.8298181344289954,-0.1677074221973474,0.5322368686146257,1.5162743506575107,102,14
SELF/## Soul/p4,self,,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
SELF/## Soul/p5,self,,4,0,1,0,1,0,0,1,1,0,-0.9809988110766195,0.18519317480702982,-0.0578344246202217,1.8560974420857028,71,2
SELF/## Soul/p6,self,,3,1,0,0,1,0,0,0,0,1,-0.7982355635416121,0.36826075270030123,0.4766592106715369,1.5678457089490192,171,2
